,word,perplexity
223,sandwich,7.713619387254045
224,presentation,3.5136457171244766
225,lender,4.362587474400187
226,hull,10.238034791764024
227,patio,5.699681034825753
228,tub,13.407702245240953
229,analysts,7.130239415547594
230,pierre,7.59910320862696
231,overall,4.4561571276192335
232,wash,7.724038545581339
233,luck,5.6386550058139875
234,mustang,4.914835808866756
235,forests,4.304497221051512
236,gdp,8.490456549456356
237,bodies,4.938077895862304
238,segment,5.282905718874803
239,status,5.213244936677513
240,tournaments,5.007182114252197
241,aus,8.708058923268062
242,possibilities,4.734324448245837
243,axis,7.434229154521711
244,cabinet,5.188960682189595
245,rb,16.317988923778795
246,replacement,4.587512040771577
247,reflected,4.124920629487097
248,revelation,3.3284882974920325
249,projection,4.347782555280998
250,ol,6.992934301355106
251,goes,4.607344211605365
252,huge,7.274555064038178
253,lasting,3.1344639799048966
254,via,7.3223044699210345
255,accepts,6.109718534880134
256,remains,4.172054817521046
257,walk,5.344652188981025
258,resume,5.447617106994307
259,tactical,5.111105288643637
260,iraqi,13.494132254397272
261,sage,6.45238573254953
262,bulk,6.5313382512694025
263,meeting,3.5182132685838723
264,awesome,7.053964124506536
265,kept,8.304990069651586
266,championships,6.3499781302441844
267,teeth,5.101949814747126
268,temporarily,5.4360726079797255
269,york,8.72233627977067
270,seems,4.701890179459507
271,thumb,6.806196495159538
272,investigating,3.9194925559929854
273,telling,3.393647722945117
274,very,4.344662463919313
275,columnists,4.708301940291429
276,nested,5.016906191614408
277,garcia,6.739946058918363
278,pavilion,5.2029537157238686
279,aurora,7.996412697526745
280,local,4.928570952780802
281,adds,7.1124216865179735
282,batman,5.407343748952336
283,nurse,6.0631664559619125
284,keen,7.950643878836919
285,designs,5.8224475491573235
286,mini,7.397993716798119
287,participate,5.039424911035592
288,settlement,4.925015351461891
289,emphasis,6.46305663909149
290,information,4.022299864829487
291,regards,5.945179468970982
292,treasures,4.417940430612297
293,bd,9.474249338576929
294,thumbnail,9.80540158140383
295,bolton,4.835684983173547
296,richardson,5.497821850113196
297,necklaces,6.102814160636462
298,chapters,3.757947758541899
299,peter,4.779118774956642
300,cabinets,5.109135083700371
301,sections,3.236804127146242
302,descriptions,4.26501622949724
303,science,5.481757397351205
304,earthquake,10.261135342979676
305,housewares,7.149582089574785
306,debbie,7.810525030427493
307,sj,22.47696034678111
308,paying,5.045307989120469
309,chrome,4.434045168011466
310,fifth,7.563541442648199
311,affair,7.345922055186593
312,vampire,4.994015999440489
313,terrain,5.242993053950515
314,congressional,3.668416269011268
315,herbs,5.083983770883823
316,boston,4.733830003265197
317,phones,4.6318824316770995
318,recommended,4.063658668128238
319,documentation,4.734290023188582
320,adobe,6.975740962351298
321,furnished,5.394400088029125
322,la,8.304804787494637
323,planes,3.860156397813938
324,guidelines,5.188984692897945
325,publisher,5.373277066708321
326,analog,6.427795480560798
327,phpbb,17.548009100644926
328,crystals,6.488748951873572
329,employees,7.120509458276629
330,interval,4.363530588825709
331,recipes,4.782362766251262
332,convert,4.863046382034034
333,lawyers,5.257801675359799
334,allies,4.273866825479927
335,particle,4.546284134710014
336,thy,8.001761195506456
337,cum,6.150769355683275
338,dry,8.574051106134815
339,lycos,6.647259676343498
340,vary,4.897145856620655
341,paraguay,7.242759586659275
342,cottages,4.848185296998418
343,surname,4.904667579921915
344,cz,21.54047924661604
345,ross,5.905479304063092
346,follows,5.863067919150785
347,populations,3.9647278454253256
348,issuance,5.417428629500619
349,grams,6.7501654641897995
350,bangbus,7.3513833566134945
351,practitioner,4.0970093089214705
352,harrison,5.38651897971116
353,demographic,6.514866382617203
354,rock,5.609352376387361
355,waters,3.7309737920011883
356,burn,4.92690641325228
357,flashing,4.413971172838672
358,signup,7.814876105993299
359,codes,4.059146298649302
360,gps,7.430097378472209
361,joyce,7.596551807837278
362,sullivan,5.83715716425324
363,handbags,7.451053834836783
364,homes,4.762132150909191
365,nails,5.7480988774929
366,pack,5.288811699221832
367,greenville,5.708498610413191
368,sad,8.093376736264087
369,contracting,3.21762920642639
370,network,8.717586567382302
371,tuesday,7.238276069224934
372,polar,6.768146002812038
373,rogers,4.60859384806092
374,identify,5.320060885099357
375,forever,4.975672661129558
376,forwarding,4.1735995168824775
377,connector,4.535270444934718
378,sas,8.904280581523276
379,brother,4.32980674957118
380,rated,3.208572042151871
381,ecology,6.56719129391781
382,adjust,7.759144369327876
383,transcript,5.971595386067966
384,served,5.604449779510199
385,integer,4.635586446886583
386,inf,6.831893386162436
387,foul,6.453639841890214
388,elected,4.180570180397158
389,eliminate,4.783466983716706
390,farm,7.146170633616748
391,highway,11.655786664533842
392,appearance,6.1593523209904415
393,serve,5.985220705122376
394,obituaries,7.019004468663276
395,asking,4.585493588984601
396,deemed,5.0351094667877
397,busty,5.2657694364678065
398,variety,7.212206679761348
399,corporate,3.9729697391260297
400,lucky,6.517484223639598
401,zu,22.000218594823135
402,week,10.604102723181752
403,twiki,10.068779506936398
404,rn,11.193354117115048
405,businesses,5.155531946237171
406,recognized,7.429172833552094
407,receives,4.796933298874461
408,academic,5.850774499848846
409,year,8.710891506202376
410,tab,10.21365271821444
411,victor,5.909301324229896
412,resin,4.819119254555222
413,synthesis,7.602796220787359
414,expenditures,4.30736637076367
415,based,4.452425773626673
416,municipal,6.830937162134378
417,workstation,5.771676769925353
418,occupational,6.309553594797083
419,gage,7.685230890157009
420,break,6.899907332744442
421,greensboro,6.229143441325031
422,aimed,5.948830560039278
423,importance,5.242353650880242
424,tripadvisor,7.122503117019825
425,settled,4.328322258088512
426,iris,6.618677378654619
427,responded,3.486449362040088
428,fields,6.242702295652912
429,las,6.759181589476666
430,richmond,6.162797822147626
431,essential,5.0892030942467095
432,controversial,3.84166016508183
433,specifies,5.579535329163517
434,destinations,3.6002571290199237
435,neighborhoods,10.226705140319044
436,engines,4.627928217895583
437,pays,5.579465252332641
438,strategies,4.359358779846596
439,dylan,8.526824662378253
440,vegetarian,5.381387805419959
441,targets,4.898293575995917
442,dressing,3.7204264458015732
443,installing,3.5072309081310653
444,lens,4.1653021003877715
445,going,4.114046498243485
446,modelling,3.9172365069962276
447,lottery,4.667158398450941
448,citizens,5.292550349253769
449,kissing,3.9442822471520507
450,arrives,4.597837981655546
451,bill,6.311870925335516
452,olympics,10.719626976422738
453,arranged,4.58305186652217
454,reproductive,5.293184503023647
455,reference,4.126365364351391
456,logistics,4.708624858735938
457,defense,4.343821772776255
458,pornstar,5.747053104080585
459,exhibitions,4.88909591616151
460,tag,8.336099079913891
461,objects,6.7345260766273265
462,marc,7.049992427616522
463,dc,10.83442216178561
464,earned,4.672190696185421
465,pieces,4.758066743624294
466,flags,5.913261650119774
467,tapes,4.867664813915105
468,disposal,6.145657615308273
469,lexmark,6.9462823063509225
470,taxi,16.208478414596275
471,interim,3.997515934823527
472,below,6.210264694144849
473,linen,6.233580804984453
474,central,4.223228340215784
475,employment,5.43224873312462
476,cigarette,5.956114862630839
477,acm,9.865440178256575
478,warranties,4.199577155135801
479,viable,5.603002336649895
480,liquid,6.44936876414529
481,measurement,4.793627139158884
482,made,4.922285460636459
483,copenhagen,6.027728700679298
484,drill,7.792753431781354
485,great,4.355649454849579
486,political,5.217003451606181
487,conferences,4.166753404137299
488,dim,6.493838057451741
489,id,9.446120984795431
490,encouraged,5.798313448688275
491,cartridge,4.708769595635905
492,mars,4.925465460901695
493,hitting,3.6194888347600838
494,fit,8.578507124691487
495,cvs,15.92186122513506
496,kelly,7.314871106577306
497,hist,5.096970108801464
498,yale,5.72083059003631
499,suites,4.662836545048384
500,rover,4.166458007700265
501,posing,4.8097197207676965
502,messages,4.434679789302928
503,closes,4.264083837337496
504,arcade,4.97570719682099
505,eyes,11.520863359036255
506,urw,8.756808655158595
507,deluxe,7.742985386254434
508,similar,6.485197310712006
509,pussy,7.264511720907488
510,grab,9.844767778816196
511,gmbh,9.741118390464884
512,edition,4.31958232177342
513,experiences,4.67292349774506
514,emotion,4.135941747131304
515,arrive,4.13138393310242
516,converter,3.3541367736341856
517,ppp,12.933397494843105
518,sort,4.889563751965285
519,techniques,8.346907974646927
520,consolidated,3.906471177060419
521,campaign,7.535249496394519
522,dense,4.624607086106779
523,ordinance,5.814270638403256
524,launches,5.489176386042622
525,nudist,5.325886940443868
526,actually,4.839890293733322
527,ic,7.326015508935565
528,ports,3.489632123950303
529,peru,6.285909685099919
530,players,5.175850305519907
531,yeast,6.0398798624377985
532,carlos,4.482705809739055
533,emissions,4.541205828933277
534,copied,3.707271394038477
535,tribe,4.361734664963739
536,arbor,5.003625202417585
537,sales,4.348707377179248
538,harassment,6.001080340270504
539,scholars,5.796167423166339
540,loves,4.333080151891904
541,painful,6.195831144462727
542,ill,7.568600409419382
543,answers,4.512244648760688
544,wiring,3.69885809746005
545,bugs,5.352717950456124
546,dogs,4.761498669327644
547,home,6.635957828587604
548,blues,4.910003030891117
549,ranks,5.567974430460639
550,republic,7.329996132003619
551,rio,7.824283737678975
552,cv,13.94862326088352
553,qualifying,5.957965638961711
554,congo,6.731251484220362
555,crazy,6.797167081085022
556,introduces,5.253627400245809
557,leu,7.339922584603366
558,reporting,3.38876135525388
559,dicks,4.420469508365719
560,harbor,5.513266401654885
561,hungarian,4.368801503330655
562,typing,4.918986388734898
563,pixels,8.303781006549857
564,ss,9.735522692039023
565,readers,4.179850347978817
566,opponents,5.424936271054176
567,refuse,4.81268542623328
568,bathroom,6.5622767765536985
569,dpi,11.311924951478668
570,modifications,4.173665041326451
571,levitra,6.549507577468351
572,judith,10.507253064071598
573,holder,5.18242789773429
574,russian,5.108454597911027
575,transmitter,4.819474463663761
576,kate,5.202293403740146
577,response,4.4950527946647165
578,ctrl,11.837013527933784
579,replacing,3.5139473840660314
580,scary,5.211750385105545
581,blue,7.5837675423465605
582,rick,5.388306740960887
583,acute,5.563378294892179
584,during,3.9032439644051697
585,smell,6.540936521204456
586,warrant,4.353614304956983
587,host,6.375676082626117
588,matches,5.024420879732994
589,showtimes,5.960135126231526
590,ata,6.9684198829835715
591,healthy,6.20157388788825
592,suited,4.319609448180313
593,iowa,11.812442121854346
594,auckland,6.624128919698079
595,usgs,7.884246658836673
596,legacy,5.964100937063192
597,face,6.218878266726051
598,trackback,6.897954321665333
599,brighton,6.545174135231036
600,awareness,5.5063453430063545
601,welsh,7.481814836319602
602,near,6.325157224101119
603,futures,4.759513781638593
604,lan,5.162024855104833
605,country,4.650795678881725
606,sunglasses,6.834891626494555
607,comments,3.825631180978087
608,hypothesis,8.94715449525334
609,extraction,4.086426204662593
610,korean,6.234516257146348
611,algebra,5.3287103348461855
612,trophy,5.69912626827568
613,concerns,4.17316225377533
614,after,5.881266367951478
615,conditional,3.5499934608477015
616,defend,5.21469510428266
617,dod,7.060723945400827
618,trailers,4.522067110481206
619,headlines,5.277724971324871
620,responsibility,6.166513261027551
621,usher,5.187780006929355
622,ceiling,3.7140530025242704
623,ontario,5.578260252963184
624,reception,3.4559832762860565
625,ascii,12.953684134278486
626,voting,4.447803645232203
627,strand,4.710905371024942
628,others,4.675026789836899
629,commission,3.915687035510265
630,handmade,5.660750163111671
631,cache,4.669193506902473
632,enhancement,5.777402543098688
633,og,10.738102082033981
634,frequently,5.746524115893762
635,surely,4.702288035881112
636,balls,4.671932814441899
637,shows,4.71295254555525
638,capabilities,5.19160424220741
639,barbados,5.86159243097887
640,wins,4.244391392708001
641,named,4.210334317022094
642,electro,6.066890005941942
643,stream,5.017660720004856
644,boost,5.236090241393805
645,unity,5.8269582247756215
646,kids,6.055891338933349
647,console,4.324290588841069
648,build,6.470458391824348
649,tagged,8.064496821914421
650,reactions,3.5897725950943893
651,president,4.505292723900743
652,located,4.097681015773138
653,capital,5.1315012649617895
654,jpeg,17.117116246855602
655,dialog,8.579679623634808
656,difficult,7.42861177805884
657,interior,4.223160641820682
658,animation,3.65213255218632
659,withdrawal,9.591924588198367
660,cassette,5.144738210867351
661,seller,5.41877887958492
662,housing,4.112089578085986
663,sn,22.221563108860614
664,fixtures,5.596712204950816
665,questions,4.4130988378136
666,accommodate,5.136398415643487
667,including,4.440118096031141
668,syntax,12.274887292271119
669,favourites,5.890341498997774
670,prize,4.602768912809768
671,memory,4.601717814887136
672,cloudy,5.093588469838436
673,apt,9.62122643090334
674,ka,9.382323092699036
675,libraries,4.713215028214741
676,designation,4.327781528903331
677,dx,19.932825164059278
678,fill,6.582200595798726
679,patch,7.928835233513371
680,appraisal,5.6820482229911615
681,closing,3.879294583200452
682,feeding,5.3232524182693615
683,ave,4.371062621707173
684,vip,7.137123048374659
685,flexibility,6.645607706683573
686,ireland,5.1714299999597575
687,slides,4.091463137081532
688,a,14.045151435647746
689,interventions,3.620381689272447
690,goal,4.908498883079096
691,patents,3.6246309233119915
692,transportation,3.5698385343114754
693,story,4.253923920004556
694,une,7.19451226826387
695,xerox,10.360131016280885
696,presidents,4.481948767667126
697,crossword,6.565410576865701
698,award,5.525104490883402
699,picking,3.9066228913459367
700,seconds,5.021722196698189
701,lemon,4.544466315631709
702,directv,9.358934865924857
703,em,11.677401596565332
704,natalie,4.679552499472947
705,christmas,4.787289844350327
706,pink,4.602071449836811
707,supported,4.691153793781481
708,retro,5.371188048224715
709,booty,5.086051861876274
710,mst,8.69171187198376
711,wednesday,6.613934187208571
712,fiji,14.928795298029552
713,forest,4.586306774950275
714,steal,5.911195189523519
715,timer,4.721587083445603
716,atmospheric,6.137967031160674
717,perform,5.273245548648614
718,every,5.6609531682661745
719,notes,3.8583489381778415
720,unless,5.009238831146404
721,meet,6.11827050520976
722,refugees,5.335577413660509
723,adaptation,4.597517342521214
724,achieving,4.956964970353517
725,begin,5.520999009377838
726,space,4.852273977312854
727,projector,4.924367526544813
728,chubby,7.979749036064571
729,numbered,5.520142336294072
730,hats,4.580937717707802
731,senator,5.066944236344152
732,detroit,5.456392784612339
733,xx,49.64760470787572
734,visa,8.448426460618347
735,reynolds,7.120802469939241
736,orlando,6.8270921676258585
737,browsers,5.009680907937363
738,violin,6.258792190029327
739,french,5.114461367595379
740,syria,8.396736697416921
741,noticed,4.384732186702588
742,centered,2.8433754273749083
743,milwaukee,8.704495035356295
744,receiver,4.517404787610631
745,taylor,7.522015204981039
746,biz,9.498798487698593
747,thinking,4.532170843758848
748,suits,5.288046982979075
749,columns,4.964278299505078
750,ah,16.20935701908487
751,quartz,12.68398407116593
752,vegetables,6.392134055209699
753,stat,4.878183578190284
754,specifically,5.591852075110355
755,hyundai,12.719695959149066
756,momentum,6.275340437657436
757,bbw,14.192491093051116
758,thorough,7.27717510100696
759,ethnicity,5.911298739624251
760,rape,4.85474199797931
761,floor,6.143163743371099
762,receptor,5.692760210855385
763,wound,5.0238845141480155
764,grove,5.5459966792738395
765,positions,4.305779278370345
766,highest,5.864286954410799
767,isolation,4.3256557450146955
768,arrange,4.44139430580504
769,grow,5.295994937050314
770,thereby,6.6113584566617165
771,common,4.656434371396516
772,possess,4.367621939938024
773,skilled,5.059186189178536
774,resorts,4.057085419386202
775,knights,7.737150054158993
776,alpine,4.988380684449568
777,fur,5.762884461175637
778,wilson,5.465608912731529
779,relay,5.212957191424569
780,effective,5.473626543887654
781,board,5.221669810105557
782,thing,3.1619985291918127
783,arts,5.373175837567255
784,somerset,5.58372309482824
785,lm,12.158001124512527
786,contacts,4.207282269434587
787,compared,4.0972178512778585
788,gst,7.264140767490328
789,greece,5.139892567510011
790,tennis,5.142566369718925
791,dr,12.249244997825604
792,play,4.9443124664937175
793,insert,4.320563977836556
794,c,16.173389295592703
795,beginner,6.467909676630557
796,product,5.836038284781573
797,midlands,5.66312400099474
798,adverse,4.719189094834729
799,peas,5.613194239574827
800,recreational,3.965150149223609
801,disciplines,5.365000339696394
802,cartoons,3.9782385901783988
803,bread,5.063238603837864
804,pub,11.902416335782195
805,pushed,4.040306152629532
806,food,7.313858160839836
807,dl,14.830310947935859
808,lose,4.693669399023096
809,reserves,3.996238818212844
810,happiness,5.01191755333433
811,condos,5.229215528765486
812,investor,5.006481285421906
813,colorado,4.860026350991738
814,cooperation,4.846901132185811
815,stars,3.9359850579801083
816,x,38.51261342087506
817,folding,3.928809578876933
818,literally,5.121738740956225
819,arab,7.962220021394903
820,anime,4.83893698284254
821,pty,6.79263946762113
822,mitsubishi,9.24786458980283
823,considering,3.5777404835046416
824,asthma,6.949016081729956
825,harvest,4.595798277593275
826,firewire,6.440193281236767
827,brothers,4.438860591991062
828,iran,6.537023573168761
829,suitable,5.805715662267878
830,worm,5.9759648300818515
831,ellen,5.762388298037101
832,complicated,3.90500017688239
833,quebec,8.964827881602732
834,warren,4.44415640128775
835,son,5.3635340780926475
836,pioneer,5.341877729173981
837,apply,5.879795045197357
838,dying,4.611392099494441
839,loss,5.109291287397605
840,reaches,3.8924164176064067
841,decisions,3.730995372280189
842,nylon,6.382884937890695
843,fragrance,5.378900053025658
844,ko,11.026614804217298
845,carolina,5.065245519792452
846,shoulders,4.596129430559848
847,position,4.007450864686323
848,moral,5.893484578746898
849,managed,5.0890954425906205
850,walter,4.1773374331803215
851,florists,6.466317239472599
852,suspect,4.387750531057549
853,cingular,4.565047022018663
854,legitimate,4.694936242151931
855,outlets,5.767839864148415
856,permitted,4.946470879970557
857,obviously,8.994974051598494
858,crack,4.199446681662491
859,dimension,4.310289431568354
860,ieee,22.950519155347788
861,did,5.854916205688712
862,dynamic,8.312548986401945
863,by,7.918413310224507
864,king,3.559038198773134
865,chapman,7.2971213801001
866,floating,4.619447399004469
867,assign,8.247030485699755
868,assessments,4.634992778213721
869,infinite,3.933394162756034
870,if,14.71107643383751
871,sponsors,5.4495332156018
872,est,4.921513554470162
873,generating,3.475883508399357
874,beside,5.358415058309558
875,outstanding,5.440415221113542
876,rob,7.395797055457414
877,fourth,5.89395501650484
878,vonage,5.709436408864607
879,that,6.599758808720467
880,sixty,8.878541344626754
881,tile,5.330463053303153
882,treatment,5.143340647026078
883,equals,5.883254307191178
884,glossary,5.5811141352288685
885,cams,6.048898845282796
886,interpretation,3.6181510122217273
887,garnet,5.675183510929461
888,states,3.508789804402569
889,useless,5.123006826492122
890,unlike,6.200443562688161
891,inns,5.438530180185567
892,concern,4.24519600295819
893,technician,6.048100188865844
894,signing,4.388612053424814
895,flour,7.524660948578079
896,religious,5.55179123705264
897,russell,6.424293127591294
898,coral,5.177811154422018
899,elections,3.5112098131276905
900,valentines,4.3342912144306345
901,lamb,11.746961019590723
902,satin,4.363995731774997
903,prophet,4.199272492014197
904,pens,4.092678362273997
905,generally,4.610502082013593
906,enquiries,5.637050606625313
907,fioricet,6.6313140326969675
908,row,7.9166626098593005
909,broke,5.4122197119760305
910,devoted,4.384770591581521
911,coast,4.251551254213047
912,sit,6.267309422214689
913,announce,6.1366789350915685
914,name,5.87779758986609
915,tmp,8.615454569185065
916,donor,6.109289432979027
917,prospect,4.516883730965424
918,berry,5.486900851825619
919,crystal,6.410132233907741
920,compact,4.3308386815661954
921,clicking,4.493460409224622
922,formal,5.74541786175277
923,exchange,4.318516674340172
924,manitoba,6.100695573355183
925,permits,5.083052102277599
926,ultram,7.296988730524589
927,anybody,7.5512058105751345
928,acrobat,8.429611579242126
929,officers,5.81669443621114
930,na,6.290477927491438
931,wrong,6.952601127011998
932,striking,4.046117962587159
933,floors,6.203749036877666
934,plugin,6.427088059580106
935,prep,5.805240755067375
936,effectively,5.401961516702708
937,sexually,6.4473301779026615
938,clayton,6.0776585506991845
939,puppy,6.045365165030314
940,primer,4.399661471262586
941,weddings,4.1198275296131115
942,boulder,5.011497640411665
943,bandwidth,6.9854566468191415
944,poison,6.9601517316898915
945,investigations,4.049406421320754
946,diagnostic,5.940887514046341
947,clinic,5.793109751710427
948,oval,6.048078199817982
949,feat,6.395240504503609
950,disturbed,5.209672507815627
951,accessibility,5.858623204641292
952,nutrition,4.437087192456226
953,deborah,5.054097042280349
954,ethics,6.10422225323999
955,magical,5.765827081515636
956,police,4.300430178018065
957,resolution,4.667681362845692
958,covers,3.6757512080794035
959,through,7.422577893598079
960,bristol,4.476896455179255
961,fabrics,5.005286710126485
962,buffet,8.471245671088216
963,jp,24.410764477070117
964,playlist,5.330732617929622
965,sick,5.260136927890703
966,tired,4.532007568455396
967,blame,5.932804082571487
968,shopzilla,8.959649983658254
969,extended,4.588468898605553
970,comply,5.079392608915453
971,brazil,7.755374130355662
972,journalist,6.669564025429253
973,nights,5.074433242506392
974,ap,8.438297667198906
975,mf,23.358813656939613
976,learned,5.439018232543084
977,mountain,5.339329710033962
978,peer,4.68382250406404
979,dorothy,6.671564830437118
980,lenders,3.8144162523114034
981,knight,8.896193871979067
982,submit,6.406176845599255
983,ld,17.876031015794663
984,liabilities,5.154755833654664
985,formula,5.494081650393867
986,flu,7.585037228451792
987,searches,5.05219890769134
988,genetic,5.690284614213413
989,themselves,5.559233349089951
990,sometimes,4.291170689870557
991,hydrogen,9.058137740324428
992,naples,4.507672160252243
993,recipient,5.8629884677805775
994,wake,6.667923041727552
995,stocks,5.596663185041982
996,eugene,5.80971313763627
997,invited,4.052656698465443
998,max,10.381961085238201
999,alicia,6.209270286002018
1000,quad,10.393720382364151
1001,budgets,7.347315837527301
1002,supreme,4.997633804144427
1003,weaknesses,7.600748512825833
1004,reasoning,4.31067338636516
1005,happy,9.498067006066899
1006,white,5.809476955783723
1007,helena,5.462641665360307
1008,upset,5.83644819417454
1009,calibration,3.9440378189281695
1010,stability,4.4321645550591
1011,skype,9.156775906515547
1012,timothy,6.615571723737154
1013,cross,4.8873348633528355
1014,milf,8.038700492509225
1015,happen,5.814792409616856
1016,wal,5.644350487354263
1017,sci,8.730436641097326
1018,sherman,4.6309968779324215
1019,stereo,5.961431483711846
1020,instances,4.335333529104473
1021,uh,16.81296991202469
1022,college,5.546774865104965
1023,genuine,5.169414329660808
